block_number,time,number_of_twetches
558192,1525900482,0
557549,1576469371,1
557909,1542088946,0
557532,1576343697,11
557647,1572682397,0
559185,1537756446,0
559140,1540961954,0
557550,1572813474,2
558148,1558108356,0
557569,1564007901,2
557714,1566626566,0
558926,1550965866,0
558810,1528969746,0
558464,1544709136,0
559465,1546328719,0
558465,1544709191,0
557790,1559256195,0
557601,1571112278,5
559203,1521740009,0
557550,1574771378,1
559372,1543832998,0
557532,1575941869,24
559617,1548007645,0
558682,1523828407,0
558315,1522507420,0
558223,1538464367,0
557672,1526777031,0
557570,1573215737,0
559024,1530510993,0
557673,1526777125,0
557536,1574298484,28
557554,1571736031,7
558412,1532798278,0
559217,1539648498,0
557940,1533476761,0
557563,1575287640,0
557592,1570964378,0
557603,1533174906,0
557706,1570231090,9
557551,1576041236,10
558532,1552321177,0
557998,1536521544,0
557570,1576691479,16
558533,1552321417,0
557573,1572339677,42
557624,1572138280,11
558193,1525900719,0
557625,1570748140,0
557910,1542089368,0
559186,1537756686,0
559466,1546329101,0
558811,1528969903,0
557791,1559256242,0
559467,1546329505,0
557570,1564008021,1
559373,1543833112,0
558149,1558109538,0
557550,1576469996,2
559204,1521740417,0
559141,1540964459,0
558927,1550966401,0
557648,1572682600,3
557551,1572813787,2
557602,1571112537,0
557715,1566627173,0
557543,1574157779,5
559618,1548008601,0
558991,1525360632,0
558224,1538464617,0
557674,1526777662,0
559025,1530511507,0
558683,1523830805,0
557533,1576344202,4
557571,1573215872,3
558316,1522509178,0
557533,1575941945,1
557941,1533477009,0
558413,1532798666,0
559218,1539648860,0
557707,1570231083,1
557551,1574772047,6
557604,1533175529,0
558466,1544709431,0
557567,1576927305,1
557564,1575288107,0
558534,1552323012,0
557537,1574298758,4
557571,1576691780,1
557593,1570966120,6
557999,1536521710,0
557563,1575691996,8
559848,1546330660,0
558172,1559256465,0
559754,1543833592,0
558173,1559256535,0
559192,1528971198,0
558006,1570748257,1
559308,1550966462,0
559567,1537757789,0
558574,1525903033,0
559522,1540964725,0
557935,1571736158,4
559585,1521741370,0
558530,1558111038,0
557932,1572813880,1
557944,1575692036,0
558029,1572683140,1
557951,1564008826,15
559372,1525360660,0
557954,1572340238,4
559064,1523830839,0
558605,1538465025,0
557945,1575692156,1
558055,1526779052,0
559406,1530511836,0
558005,1572138607,3
557952,1573215899,0
558794,1532798691,0
559065,1523831280,0
559599,1539649113,0
558697,1522509844,0
557985,1533175648,0
558088,1570231418,4
558096,1566629179,13
557924,1574158105,1
558915,1552323596,0
557945,1575288343,1
557914,1575942664,10
557952,1576692026,2
557914,1576344796,3
559849,1546331961,0
559755,1543834858,0
559850,1546332461,0
559851,1546332502,0
558174,1559256690,0
559309,1550967060,0
559568,1537757830,0
559193,1528972948,0
559523,1540965334,0
557911,1567921364,3
558575,1525903536,0
557932,1576042820,28
558847,1544709651,0
557983,1571112598,0
559586,1521741563,0
557918,1574299454,7
558531,1558111301,0
557974,1570966958,3
559999,1548011046,0
558007,1570748858,2
559407,1530511855,0
558030,1572683438,3
557946,1575692228,0
558322,1533477149,0
558698,1522509880,0
557986,1533175716,0
559600,1539649613,0
558606,1538465648,0
557952,1564009536,15
558795,1532799550,0
558699,1522510541,0
558056,1526781556,0
559373,1525362051,0
558006,1572138758,1
558089,1570231471,0
558916,1552323877,0
557953,1573216056,1
557936,1571737129,1
558380,1536522070,0
558097,1566629539,2
559852,1546332558,0
559853,1546332567,0
558175,1559256705,0
559756,1543835872,0
559310,1550967077,0
559194,1528973230,0
559524,1540965416,0
557912,1567921419,1
559569,1537758465,0
557913,1567921447,0
559311,1550967961,0
557955,1572341798,4
557946,1575289307,3
559587,1521741857,0
557984,1571112700,3
557915,1576345193,7
557925,1574158444,5
557915,1575942956,4
560000,1548011525,0
557975,1570967018,0
559601,1539649637,0
558848,1544710471,0
559408,1530512547,0
558031,1572683500,0
560001,1548012829,0
559066,1523831729,0
558607,1538466006,0
558323,1533478048,0
558700,1522510656,0
558057,1526781659,0
558796,1532800363,0
558917,1552323937,0
557953,1564009641,2
557947,1575692365,2
559374,1525363978,0
557987,1533176465,0
557953,1576693339,11
557954,1573216165,1
559854,1546332923,0
559757,1543836352,0
559758,1543836475,0
559855,1546333306,0
558576,1525904020,0
557937,1571737298,0
559312,1550968440,0
558176,1559256895,0
557931,1576472181,3
559525,1540965858,0
558090,1570231718,2
557914,1567921529,0
559570,1537760346,0
559195,1528974442,0
557919,1574300198,4
559588,1521741877,0
557985,1571112758,3
558098,1566630106,1
557916,1576345227,1
559602,1539649689,0
558532,1558113357,0
558849,1544710875,0
559409,1530512931,0
558324,1533478089,0
560002,1548013163,0
558608,1538466150,0
558701,1522510822,0
559067,1523832361,0
558797,1532800820,0
558058,1526781934,0
557954,1564009776,3
558918,1552325120,0
557933,1572814761,5
557976,1570967258,0
558032,1572683927,4
559375,1525364210,0
557955,1573216196,0
557955,1564010301,10
559759,1543837075,0
559856,1546333600,0
559313,1550968688,0
558577,1525904246,0
558177,1559257080,0
558381,1536522310,0
558008,1570751440,10
557947,1575291457,2
557938,1571737492,1
558007,1572140078,10
557956,1572342587,5
559526,1540966285,0
559196,1528974554,0
559571,1537760451,0
557915,1567921644,1
559589,1521742240,0
559603,1539649851,0
559527,1540966495,0
558850,1544711951,0
559197,1528974784,0
558325,1533479234,0
558099,1566632039,18
557986,1571113004,5
558091,1570232020,3
558702,1522511510,0
558059,1526782520,0
558798,1532800992,0
558533,1558113618,0
559410,1530514381,0
557988,1533177040,0
559376,1525364274,0
557954,1576695379,12
559857,1546333723,0
559314,1550968802,0
558178,1559257110,0
559315,1550968921,0
558578,1525904484,0
559760,1543837531,0
557956,1573216332,1
557934,1572815111,1
557933,1576043696,12
557917,1576345796,3
557956,1564011021,12
557926,1574158868,0
557939,1571737496,0
557977,1570968160,2
558382,1536522950,0
557932,1574773727,3
560003,1548013522,0
559068,1523832836,0
557957,1572342600,0
560004,1548013565,0
558609,1538466970,0
557916,1567921782,1
560005,1548014123,0
558008,1572140138,0
559528,1540966575,0
559604,1539649881,0
558326,1533479402,0
560006,1548014884,0
559572,1537761561,0
559198,1528975375,0
558703,1522511766,0
558060,1526783077,0
558092,1570232198,2
558799,1532801023,0
558534,1558113866,0
559377,1525364280,0
557989,1533177117,0
559411,1530514664,0
559761,1543837672,0
559316,1550969101,0
559858,1546334321,0
558579,1525904789,0
558179,1559257464,0
557948,1575693596,14
558009,1570752850,11
558100,1566632959,2
557948,1576927433,0
558919,1552325617,0
557978,1570968280,0
558383,1536523330,0
557955,1576697750,7
557957,1564011561,10
557987,1571114738,6
557920,1574301877,22
558851,1544712433,0
558610,1538467131,0
557917,1567921824,0
559590,1521742601,0
559605,1539649949,0
560007,1548015349,0
558327,1533479552,0
558704,1522511839,0
559573,1537761673,0
558535,1558114054,0
558800,1532801323,0
559762,1543838429,0
559859,1546334563,0
559763,1543838516,0
559317,1550970669,0
558061,1526783606,0
558093,1570232445,2
559199,1528976468,0
559529,1540968178,0
559412,1530514908,0
559591,1521743955,0
558180,1559257632,0
557927,1574159310,0
559378,1525365179,0
557990,1533178768,0
557916,1575943073,1
557940,1571738723,4
558010,1570753363,0
558009,1572140678,0
557932,1576472816,0
557933,1574774449,4
558101,1566633532,2
557958,1572343802,4
557957,1573216580,1
557935,1572818618,24
558033,1572684041,0
557956,1576698439,2
558384,1536523589,0
557958,1564011802,2
557988,1571114918,0
557979,1570968721,0
557918,1567921879,0
558852,1544713313,0
558536,1558114072,0
558705,1522511972,0
558580,1525904994,0
558328,1533479638,0
558611,1538467396,0
559574,1537761906,0
558062,1526783728,0
559860,1546335641,0
559318,1550971507,0
558801,1532802785,0
559764,1543841909,0
558802,1532802902,0
559606,1539650526,0
559069,1523834919,0
559530,1540968378,0
560008,1548016700,0
558181,1559257665,0
559200,1528977031,0
559413,1530515810,0
559592,1521744868,0
557921,1574301999,0
558094,1570232879,2
559379,1525366371,0
557928,1574159620,0
558706,1522514053,0
557918,1576346208,3
557949,1575694518,14
558920,1552326217,0
558010,1572142202,7
557959,1572343812,0
557933,1576473088,0
558011,1570754558,10
557941,1571739368,3
557934,1576044405,10
557958,1573216857,5
558102,1566634469,17
558537,1558114080,0
558853,1544713754,0
559861,1546335700,0
558612,1538467552,0
558803,1532802995,0
559862,1546337022,0
559765,1543841951,0
558613,1538467587,0
558063,1526784071,0
558329,1533479841,0
558581,1525906532,0
559575,1537762690,0
558182,1559257760,0
559531,1540968535,0
559070,1523835329,0
559607,1539651066,0
558614,1538468766,0
560009,1548018050,0
557959,1564012156,2
557991,1533179211,0
559593,1521745573,0
557989,1571115100,1
559414,1530517420,0
557957,1576699459,2
559201,1528979053,0
559380,1525367165,0
557929,1574159722,0
558707,1522515484,0
557919,1567922785,3
559202,1528980650,0
558385,1536526026,0
557922,1574302508,4
557980,1570969769,6
557948,1575291979,4
558034,1572685718,13
557949,1576927879,0
557936,1572820118,13
558921,1552326264,0
557934,1574776325,7
557917,1575944516,15
557934,1576473173,0
558012,1570754618,3
557942,1571739431,1
557919,1576347356,0
559863,1546337144,0
558330,1533480018,0
558804,1532803215,0
557950,1575695064,5
559576,1537762790,0
558064,1526784386,0
559766,1543844034,0
559319,1550972701,0
559608,1539651126,0
558183,1559257865,0
558582,1525906767,0
560010,1548019096,0
558615,1538469139,0
558538,1558114497,0
559071,1523836373,0
559415,1530517446,0
559594,1521746432,0
557958,1576699540,2
559532,1540970103,0
557992,1533179558,0
558708,1522515528,0
558095,1570233611,4
559381,1525367362,0
559203,1528980749,0
557960,1572345087,4
558386,1536527429,0
557990,1571115400,1
557930,1574159845,0
557981,1570970140,5
557920,1567923654,12
557923,1574303019,5
557959,1573218324,15
558103,1566635741,19
557935,1576045641,0
558854,1544714891,0
558035,1572686445,1
558922,1552326457,0
558011,1572143860,12
557937,1572821565,13
559864,1546337332,0
558331,1533480111,0
557920,1576347364,0
558805,1532804020,0
557949,1575293867,3
559577,1537763303,0
559767,1543844046,0
559320,1550973062,0
558583,1525906790,0
560011,1548019611,0
558065,1526784805,0
559609,1539651366,0
558616,1538469666,0
557960,1564012282,3
557935,1576473655,0
559072,1523836748,0
558539,1558114965,0
559595,1521746802,0
559416,1530518785,0
559533,1540970358,0
558709,1522515754,0
557943,1571739927,5
558013,1570755240,14
558184,1559258610,0
557959,1576699699,1
557993,1533179908,0
559204,1528980989,0
558387,1536528194,0
559382,1525368173,0
558096,1570233938,2
557935,1574776787,2
557921,1567923669,1
557991,1571115719,3
557961,1572345338,2
557951,1575695636,8
557960,1573218678,2
557918,1575944871,5
558104,1566635845,0
558923,1552326877,0
558855,1544714954,0
557924,1574303259,2
559865,1546337624,0
559866,1546337745,0
558036,1572687494,5
557921,1576347410,0
558806,1532805271,0
558332,1533481385,0
559321,1550973367,0
559768,1543844460,0
560012,1548020334,0
559578,1537763682,0
557982,1570972054,32
558617,1538470330,0
558066,1526785389,0
558584,1525911471,0
559610,1539652630,0
559073,1523836932,0
558540,1558115118,0
558012,1572144114,3
557950,1575294357,1
559596,1521747556,0
559417,1530519836,0
559534,1540971880,0
558710,1522517212,0
557938,1572821798,10
559205,1528981276,0
558014,1570755474,2
558185,1559259129,0
557994,1533180037,0
558388,1536529090,0
557936,1576473977,0
557922,1567923792,1
557936,1574776891,0
557961,1564014321,30
557992,1571115958,0
559383,1525370131,0
557960,1576700595,3
557961,1573218653,0
558924,1552327375,0
558097,1570234838,3
559867,1546338460,0
557925,1574303293,1
557922,1576347422,0
558807,1532805508,0
560013,1548020510,0
559769,1543845391,0
559322,1550974263,0
558333,1533482838,0
558037,1572687638,1
559579,1537765330,0
558067,1526785508,0
559074,1523837303,0
558585,1525912063,0
559611,1539652743,0
558618,1538472066,0
558541,1558116198,0
557919,1575945293,11
557983,1570972377,2
557936,1576045796,12
559418,1530519890,0
559535,1540972518,0
558711,1522517576,0
557962,1572347502,9
557931,1574161264,7
559206,1528981299,0
558856,1544715341,0
558186,1559259405,0
557995,1533180182,0
558389,1536529446,0
559597,1521750559,0
557923,1567923899,1
557937,1576474078,0
557944,1571740895,2
558015,1570755578,3
559384,1525370144,0
557962,1573218655,0
558016,1570755592,0
558925,1552327424,0
557961,1576700685,0
558926,1552327460,0
559868,1546338823,0
558105,1566636646,8
560014,1548020826,0
559323,1550974560,0
559580,1537765607,0
558068,1526785696,0
558334,1533482906,0
559770,1543846662,0
558808,1532807122,0
557993,1571116340,0
558038,1572687797,1
558619,1538472394,0
559612,1539653219,0
558542,1558116964,0
558586,1525913022,0
557962,1564015524,12
557984,1570972436,0
559075,1523839293,0
558098,1570235363,4
557926,1574303463,2
558712,1522517589,0
559419,1530520429,0
559536,1540972818,0
557920,1575945416,5
557937,1576045833,0
557962,1576701064,1
558543,1558118870,0
558390,1536529564,0
558187,1559259453,0
558188,1559259490,0
557996,1533180241,0
559207,1528982254,0
558857,1544715496,0
557937,1574777540,2
559598,1521752684,0
558927,1552327628,0
559869,1546339420,0
559385,1525370195,0
557963,1573218677,0
557924,1567924300,10
558069,1526785817,0
560015,1548022193,0
559324,1550975116,0
559771,1543847212,0
557938,1576474292,0
558809,1532807744,0
558335,1533483444,0
559581,1537766086,0
559613,1539654030,0
558620,1538473157,0
558587,1525913632,0
558039,1572688739,3
558017,1570755941,4
559076,1523840307,0
557963,1572347582,3
558713,1522517776,0
559537,1540973175,0
557952,1575696804,15
557994,1571116718,1
557923,1576347794,0
558391,1536529604,0
558189,1559259525,0
558190,1559259546,0
559208,1528982296,0
558544,1558120524,0
559420,1530520554,0
557997,1533180930,0
558545,1558120845,0
559772,1543847262,0
559325,1550975282,0
559773,1543847393,0
559774,1543847452,0
559870,1546340980,0
560016,1548022789,0
557963,1576702023,6
559599,1521754281,0
559386,1525370946,0
557963,1564015665,2
558810,1532808013,0
558336,1533483580,0
558621,1538473390,0
558106,1566637525,15
558070,1526786758,0
557951,1575295787,9
559582,1537766586,0
558099,1570235828,1
557921,1575945624,1
558040,1572688794,0
559614,1539655089,0
558588,1525914243,0
557964,1573218817,0
557922,1575945707,0
558714,1522517851,0
557950,1576931505,9
557932,1574161504,0
559538,1540973848,0
557925,1567924740,14
557939,1576474553,0
558858,1544715791,0
557938,1574778047,2
558018,1570756058,3
558013,1572145406,27
557985,1570973645,10
557927,1574303523,2
558392,1536530105,0
558928,1552329037,0
557924,1576347818,0
560017,1548022821,0
559775,1543848057,0
559871,1546342300,0
559326,1550976003,0
557938,1576045971,0
557998,1533182639,0
559600,1521754347,0
559209,1528983168,0
558811,1532808092,0
559421,1530521156,0
558191,1559260036,0
558622,1538473912,0
559601,1521755710,0
557953,1575697016,4
557964,1572347697,0
558546,1558121298,0
559387,1525371346,0
558071,1526787423,0
557964,1576702246,1
557995,1571117333,4
559077,1523840556,0
558589,1525914455,0
559583,1537768570,0
557965,1573218843,0
559615,1539655386,0
557939,1572824414,20
558715,1522518198,0
557952,1575295878,0
557964,1564017936,32
557945,1571742481,6
557923,1575945925,0
558107,1566639226,18
558100,1570236338,2
559539,1540974828,0
558041,1572690578,7
557926,1567925123,5
557939,1574778818,3
559872,1546342302,0
559873,1546342483,0
559874,1546342543,0
558929,1552329158,0
557933,1574161641,0
560018,1548023541,0
559776,1543850212,0
558019,1570756360,5
559327,1550977024,0
558337,1533484405,0
558393,1536534429,0
558812,1532808862,0
559210,1528983817,0
558338,1533484622,0
558623,1538474226,0
559602,1521756480,0
558192,1559260420,0
558902,1544716631,0
559465,1530522167,0
558590,1558121658,0
557971,1574303836,2
558115,1526788135,0
559659,1539655450,0
557968,1576348693,1
559121,1523840869,0
559627,1537769037,0
559431,1525372121,0
558008,1572347982,1
558009,1573218992,2
558633,1525914995,0
557994,1576932442,0
558903,1544716935,0
557969,1576348788,0
558057,1572146027,9
558042,1533183235,0
557983,1576475816,1
557982,1576046089,2
557996,1575296335,0
558008,1564018281,10
559780,1540975233,0
558236,1571118638,7
560115,1546342545,0
560259,1548023690,0
560017,1543850453,0
560116,1546343080,0
558167,1567925520,7
559053,1532808986,0
558634,1536535925,0
558579,1533484861,0
558864,1538474526,0
559843,1521757440,0
559451,1528985225,0
559663,1530522290,0
559857,1539655565,0
559568,1550978408,0
558313,1526788874,0
559319,1523840898,0
559825,1537769110,0
558180,1574780987,1
558226,1570974638,12
558788,1558121898,0
558206,1572347986,0
558831,1525915032,0
558341,1570237000,3
559629,1525372751,0
558180,1572824678,9
558205,1576703059,4
558956,1522518210,0
558207,1573219457,6
558433,1559261181,0
558186,1571743137,0
558260,1570756898,9
558240,1533183259,0
558192,1576932861,1
558164,1575946631,2
558167,1576349028,2
558181,1576475866,1
559781,1540975526,0
558180,1576046102,0
559170,1552332037,0
560018,1543850668,0
560260,1548024248,0
560117,1546343680,0
558194,1575296738,1
558237,1571118698,0
558580,1533484942,0
558865,1538474738,0
558169,1574304184,5
559054,1532809216,0
559452,1528985478,0
559858,1539655577,0
559844,1521757837,0
559859,1539655630,0
559826,1537769356,0
559569,1550979250,0
558635,1536536887,0
558314,1526789141,0
558206,1564019316,16
558832,1525915140,0
559320,1523842896,0
558789,1558122275,0
558342,1570237041,0
558207,1572348098,1
559827,1537770383,0
558168,1567926449,15
558255,1572146748,10
558181,1572824689,1
558957,1522518347,0
558434,1559261448,0
558227,1570975418,8
558206,1576703719,4
558193,1576932895,0
558241,1533187229,0
559101,1544718431,0
560019,1543850900,0
560261,1548024504,0
560118,1546344223,0
559171,1552332457,0
558866,1538475004,0
558343,1570238080,9
559782,1540976468,0
559453,1528985630,0
559664,1530522796,0
559860,1539655686,0
559570,1550979306,0
559665,1530522814,0
558344,1570238092,0
558195,1575296818,0
558208,1573220634,8
558636,1536536946,0
559845,1521759520,0
558637,1536537306,0
558207,1564019496,1
559630,1525373418,0
559321,1523842908,0
558790,1558123116,0
558315,1526790284,0
559055,1532810314,0
558282,1572692379,0
558187,1571743923,3
559828,1537772605,0
558208,1572348212,2
558170,1574304327,1
558435,1559261516,0
558261,1570758934,8
558958,1522518682,0
558182,1572824999,3
558194,1576932979,0
558181,1576046156,0
558228,1570975778,1
560020,1543850932,0
558238,1571118783,0
560262,1548024804,0
558867,1538475023,0
560119,1546344700,0
559172,1552332835,0
558174,1574162725,0
559571,1550979371,0
559454,1528985880,0
559783,1540976872,0
558207,1576704079,5
558196,1575296866,0
559666,1530523325,0
558833,1525915548,0
558256,1572147218,11
559846,1521759950,0
558638,1536538266,0
558316,1526790316,0
559322,1523843066,0
559455,1528986936,0
559631,1525373569,0
558169,1567927986,11
558208,1564019816,0
559056,1532810988,0
558791,1558124426,0
558242,1533187266,0
559102,1544718733,0
558209,1573220897,3
558165,1575948180,2
558345,1570238918,3
558182,1576476284,1
559829,1537773622,0
558436,1559261560,0
558188,1571743965,0
558195,1576933014,0
560021,1543851054,0
560022,1543851055,0
560120,1546344942,0
558581,1533486635,0
558959,1522520116,0
559173,1552333300,0
558239,1571118818,0
560263,1548026509,0
558229,1570975924,0
558868,1538476357,0
558209,1572348592,1
559572,1550979422,0
559784,1540977119,0
558171,1574304639,1
558183,1572825758,18
559847,1521759980,0
558181,1574781527,5
559861,1539656467,0
558317,1526790428,0
559667,1530523685,0
559323,1523843185,0
559456,1528987151,0
558639,1536538893,0
559632,1525373689,0
558834,1525916300,0
558283,1572692932,7
558257,1572147419,2
559057,1532810994,0
558197,1575297158,1
558243,1533187320,0
558210,1573220970,0
558208,1576705639,8
558262,1570759358,7
558170,1567928314,2
558209,1564020501,4
558346,1570239222,0
558437,1559261640,0
560121,1546345180,0
558582,1533486662,0
558438,1559261660,0
559174,1552333417,0
558166,1575948204,0
560023,1543852312,0
560264,1548026947,0
558240,1571118836,0
559175,1552334018,0
559830,1537774690,0
558182,1576046456,0
558960,1522520191,0
559573,1550981530,0
559785,1540978082,0
558792,1558129940,0
558184,1572825855,0
559786,1540978749,0
559103,1544719631,0
559848,1521760375,0
558210,1572348998,2
558318,1526790481,0
559324,1523843349,0
559862,1539656766,0
558640,1536539299,0
559633,1525374082,0
558835,1525916600,0
559457,1528987891,0
559668,1530524115,0
559058,1532811056,0
558183,1576476682,1
558284,1572693022,0
558168,1576349355,2
558244,1533187813,0
558209,1576705647,0
558230,1570976801,7
558172,1574305023,1
558171,1567928328,0
560122,1546345882,0
558869,1538476537,0
560265,1548027002,0
559176,1552334347,0
558241,1571118873,0
558583,1533487090,0
560123,1546347101,0
559831,1537774738,0
560124,1546347133,0
558182,1574781785,3
560024,1543854479,0
559832,1537775261,0
558347,1570239274,0
558198,1575298071,1
558189,1571744131,1
559787,1540978758,0
558961,1522521466,0
558793,1558131978,0
559788,1540979238,0
559849,1521761016,0
559574,1550981641,0
559325,1523843471,0
559789,1540979510,0
558263,1570760380,1
558641,1536539823,0
558836,1525916865,0
559059,1532811341,0
559790,1540980160,0
559104,1544719876,0
558211,1572349088,0
559458,1528990123,0
559634,1525374774,0
559669,1530524718,0
559863,1539658062,0
558185,1572826178,4
558210,1564022181,29
558211,1573222397,31
558183,1576047516,0
558167,1575948268,0
559177,1552334875,0
560125,1546347883,0
559178,1552335037,0
560266,1548029170,0
558439,1559262050,0
560025,1543854600,0
560267,1548029424,0
558242,1571119003,0
558231,1570977158,3
558172,1567928680,1
558870,1538477829,0
558210,1576705907,1
558258,1572147878,10
558962,1522521647,0
559850,1521761159,0
558245,1533189204,0
558319,1526791081,0
559326,1523843539,0
558794,1558132603,0
558963,1522522440,0
559833,1537777686,0
559060,1532811611,0
559791,1540980438,0
558837,1525917041,0
559575,1550982000,0
558642,1536540805,0
559635,1525374966,0
559459,1528992404,0
559864,1539658480,0
559670,1530525574,0
558186,1572826418,3
559105,1544720414,0
559179,1552335157,0
558584,1533488163,0
560026,1543854832,0
559865,1539659414,0
560126,1546350197,0
558440,1559262435,0
558871,1538477946,0
559460,1528993719,0
558232,1570977278,2
558173,1574305535,8
558173,1567928920,5
558199,1575298254,5
559851,1521761245,0
558285,1572693034,0
558795,1558132638,0
558211,1576706839,5
558348,1570240662,5
558212,1573222711,7
559061,1532811696,0
559792,1540980473,0
559327,1523843737,0
558796,1558132894,0
558838,1525917382,0
558320,1526792213,0
559834,1537778218,0
558243,1571119443,1
559671,1530525840,0
560268,1548029689,0
559180,1552336819,0
558643,1536541506,0
559835,1537779481,0
560027,1543855195,0
560127,1546351792,0
559461,1528993798,0
558233,1570977304,0
560028,1543855792,0
558872,1538478301,0
559576,1550983682,0
558585,1533488622,0
559636,1525376161,0
558441,1559262561,0
558196,1576933527,0
558286,1572693082,0
558212,1576707019,0
558264,1570762720,8
559852,1521761839,0
558964,1522522727,0
558169,1576349934,4
559062,1532812128,0
559793,1540980751,0
558321,1526792496,0
559181,1552336957,0
560269,1548030289,0
559672,1530526081,0
558190,1571744763,3
559106,1544721252,0
558187,1572827399,12
559866,1539660071,0
560128,1546352082,0
559462,1528993872,0
560029,1543856489,0
558839,1525918105,0
558644,1536542207,0
559577,1550984587,0
558213,1573223417,2
559867,1539660550,0
558645,1536542770,0
559836,1537779521,0
559637,1525376408,0
558797,1558133361,0
558174,1567929597,9
558244,1571119838,1
558873,1538480410,0
558246,1533189948,0
558442,1559262875,0
558212,1572350324,7
558200,1575298610,2
558287,1572693297,0
558965,1522523122,0
559853,1521762662,0
558213,1576708879,5
558234,1570978000,4
559794,1540980762,0
559182,1552336981,0
559063,1532812338,0
560270,1548030441,0
558265,1570762776,0
559795,1540981020,0
558184,1576476720,0
558322,1526793786,0
558170,1576349996,1
559673,1530528520,0
560129,1546352441,0
560030,1543857199,0
559463,1528994273,0
558840,1525918436,0
558188,1572827438,1
559328,1523845546,0
558211,1564023272,20
558586,1533489130,0
559868,1539660666,0
559578,1550984703,0
559638,1525376585,0
558646,1536543464,0
558183,1574783838,14
558349,1570242758,6
558798,1558133890,0
559837,1537780446,0
558874,1538481570,0
558443,1559262935,0
558259,1572150160,29
558247,1533189977,0
558288,1572693315,0
559854,1521763396,0
559838,1537782246,0
560271,1548030968,0
560272,1548031084,0
558197,1576933735,0
558966,1522524779,0
558175,1567930454,9
558191,1571745098,3
559064,1532813796,0
558235,1570978058,1
559796,1540981668,0
558214,1576709999,4
558213,1572350731,2
558245,1571121064,4
558151,1553805097,0
558323,1526793821,0
560130,1546353584,0
560131,1546353643,0
560031,1543857508,0
559329,1523845581,0
559464,1528994901,0
558266,1570763258,0
559674,1530529268,0
558214,1573224111,5
559675,1530529554,0
558185,1576476817,0
559579,1550985240,0
558587,1533489855,0
559639,1525377155,0
558171,1576350091,1
558212,1564023626,4
559869,1539661326,0
558168,1575948714,0
558647,1536545843,0
558799,1558133955,0
558444,1559263095,0
558800,1558134002,0
558875,1538481606,0
558189,1572828218,8
558201,1575298985,2
558350,1570243146,1
559107,1544722393,0
559183,1552337540,0
560273,1548031369,0
559855,1521763853,0
558174,1574305859,0
558248,1533190445,0
559839,1537782812,0
558967,1522525522,0
558151,1577152330,3
559065,1532814235,0
559797,1540981877,0
558215,1576710079,0
558236,1570978238,2
558184,1574784241,0
558176,1567930709,3
558246,1571121726,1
558214,1572351395,4
558198,1576935150,0
560032,1543857592,0
560132,1546354004,0
560133,1546354044,0
558324,1526794106,0
558152,1553806074,0
558289,1572694118,3
559465,1528995010,0
558192,1571745940,7
558841,1525919460,0
559330,1523845873,0
559580,1550985874,0
559676,1530529920,0
558588,1533490450,0
559870,1539661437,0
558185,1574784647,0
558267,1570763507,0
559640,1525378029,0
558172,1576350191,1
558215,1573224603,4
558260,1572152225,37
558648,1536546308,0
558876,1538481932,0
558190,1572828226,0
558186,1576477341,0
558801,1558136000,0
558445,1559264035,0
558351,1570243240,0
559856,1521763959,0
560274,1548031849,0
559184,1552338938,0
559108,1544722430,0
558213,1564025676,39
558968,1522525825,0
559840,1537783436,0
558184,1576047702,9
558169,1575949398,2
558249,1533191000,0
558175,1574306139,3
559066,1532814364,0
559798,1540982464,0
558216,1576710319,3
560134,1546354121,0
560033,1543858132,0
560034,1543858192,0
558325,1526794231,0
558247,1571122050,1
558177,1567931007,3
559466,1528995041,0
558175,1574163543,4
558589,1533490520,0
559331,1523846029,0
559581,1550986802,0
558842,1525919895,0
558237,1570979020,7
559677,1530531065,0
559641,1525378803,0
558193,1571746215,4
559871,1539666222,0
558216,1573224737,2
558268,1570763977,2
559332,1523846785,0
559857,1521764294,0
560275,1548032644,0
559109,1544722472,0
559185,1552340198,0
558649,1536547051,0
558877,1538483094,0
559858,1521764873,0
558261,1572152378,1
558446,1559264190,1
559841,1537783746,0
558215,1572352718,5
558187,1576477832,1
558214,1564026537,10
558173,1576350776,6
558352,1570243718,4
559799,1540982491,0
559067,1532814728,0
560135,1546354184,0
560136,1546354233,0
560137,1546354232,0
558153,1553806900,0
560035,1543858552,0
558250,1533191317,0
558326,1526794894,0
559467,1528995155,0
558170,1575949532,0
558217,1576711219,8
558191,1572830709,20
558248,1571122723,1
558353,1570244053,1
558185,1576047947,0
558290,1572694547,0
558843,1525920101,0
558844,1525920101,0
559582,1550987823,0
559678,1530531183,0
558590,1533491566,0
559642,1525378949,0
558802,1558136060,0
559872,1539668177,0
560276,1548032935,0
559110,1544722487,0
560277,1548033049,0
559186,1552340557,0
559333,1523847121,0
559187,1552340977,0
559188,1552341029,0
558238,1570979438,3
558969,1522526204,0
558878,1538483110,0
558447,1559264270,0
559859,1521765909,0
558194,1571746306,2
558650,1536547210,0
558186,1574787287,18
559842,1537784470,0
560138,1546355141,0
558154,1553806957,0
558327,1526794937,0
558251,1533191339,0
560036,1543859187,0
558269,1570764616,4
559068,1532815336,0
559468,1528995381,0
558218,1576711255,1
558202,1575301538,23
559800,1540984878,0
558178,1567931654,5
558215,1564027464,24
558217,1573225674,9
558176,1574163916,0
558199,1576936115,7
558354,1570244216,2
559583,1550988066,0
558803,1558136118,0
558591,1533491698,0
558845,1525920290,0
